Target gene	Representative transcript	Gene name	3P-seq tags + 5	Conserved sites total	Conserved 8mer sites	Conserved 7mer-m8 sites	Conserved 7mer-A1 sites	Poorly conserved sites total	Poorly conserved 8mer sites	Poorly conserved 7mer-m8 sites	Poorly conserved 7mer-A1 sites	6mer sites	Representative miRNA	Cumulative weighted context++ score	Total context++ score	Aggregate PCT	Previous TargetScan publication(s)
Arfgef2	ENSMUST00000099078.4	ADP-ribosylation factor guanine nucleotide-exchange factor 2 (brefeldin A-inhibited) 	745	1	0	1	0	0	0	0	0	0	mmu-miR-29a-3p	-0.01	-0.08	0.75	2009, 2011
Dctn1	ENSMUST00000113913.2	dynactin 1 	9	1	1	0	0	1	0	1	0	1	mmu-miR-29a-3p	-0.01	-0.05	< 0.1	
Zfp292	ENSMUST00000098163.3	zinc finger protein 292 	571	1	0	1	0	2	0	1	1	3	mmu-miR-29a-3p	-0.01	-0.23	0.71	
Fam149a	ENSMUST00000093526.7	family with sequence similarity 149, member A 	796	1	0	1	0	0	0	0	0	0	mmu-miR-29a-3p	-0.01	-0.12	0.52	2009, 2011
Arl4a	ENSMUST00000146905.1	ADP-ribosylation factor-like 4A 	2069	1	0	1	0	0	0	0	0	1	mmu-miR-29a-3p	-0.01	-0.40	0.82	2007, 2009, 2011
Ctc1	ENSMUST00000021278.8	CTS telomere maintenance complex component 1 	602	1	1	0	0	0	0	0	0	0	mmu-miR-29a-3p	-0.01	-0.35	0.92	
Thoc1	ENSMUST00000025137.7	THO complex 1 	1441	1	0	1	0	0	0	0	0	0	mmu-miR-29a-3p	-0.01	-0.16	0.74	2009, 2011
Birc6	ENSMUST00000180037.2	baculoviral IAP repeat-containing 6 	1358	1	0	1	0	0	0	0	0	0	mmu-miR-29a-3p	-0.01	-0.03	0.41	2007, 2009, 2011
Ing2	ENSMUST00000080353.2	inhibitor of growth family, member 2 	1262	1	0	1	0	2	0	2	0	2	mmu-miR-29a-3p	-0.01	-0.41	0.88	2009, 2011
Luc7l3	ENSMUST00000107820.1	LUC7-like 3 (S. cerevisiae) 	4142	1	0	1	0	0	0	0	0	1	mmu-miR-29a-3p	0	-0.41	0.83	
March9	ENSMUST00000040307.5	membrane-associated ring finger (C3HC4) 9 	113	1	0	1	0	0	0	0	0	0	mmu-miR-29a-3p	0	-0.13	0.83	
Lyl1	ENSMUST00000037165.4	lymphoblastomic leukemia 1 	434	1	0	1	0	0	0	0	0	0	mmu-miR-29a-3p	0	-0.10	0.57	
Actn2	ENSMUST00000064204.8	actinin alpha 2 	3619	1	0	0	1	0	0	0	0	0	mmu-miR-29a-3p	0	-0.26	0.93	
Ldlrad4	ENSMUST00000063775.3	low density lipoprotein receptor class A domain containing 4 	132	1	0	1	0	0	0	0	0	1	mmu-miR-29a-3p	0	-0.37	0.89	2007
Vps13d	ENSMUST00000036579.8	vacuolar protein sorting 13 D (yeast) 	2642	1	0	1	0	0	0	0	0	0	mmu-miR-29a-3p	0	-0.02	0.47	2007
Emb	ENSMUST00000022242.7	embigin 	7412	1	0	1	0	1	0	1	0	0	mmu-miR-29a-3p	0	-0.21	0.52	
Oxnad1	ENSMUST00000022462.8	oxidoreductase NAD-binding domain containing 1 	905	1	1	0	0	0	0	0	0	0	mmu-miR-29a-3p	0	-0.27	< 0.1	2007
Mtif3	ENSMUST00000066675.4	mitochondrial translational initiation factor 3 	891	1	0	1	0	0	0	0	0	0	mmu-miR-29a-3p	0	-0.06	ORF	
Fga	ENSMUST00000029630.9	fibrinogen alpha chain 	44685	1	0	0	1	1	0	1	0	0	mmu-miR-29b-3p	0	-0.41	0.93	2005, 2007, 2009, 2011
Exoc7	ENSMUST00000106411.4	exocyst complex component 7 	4443	1	0	1	0	0	0	0	0	0	mmu-miR-29a-3p	0	-0.07	0.59	2005, 2007
Tyw5	ENSMUST00000162686.2	tRNA-yW synthesizing protein 5 	189	1	1	0	0	0	0	0	0	0	mmu-miR-29a-3p	0	-0.33	< 0.1	
Dcun1d5	ENSMUST00000034499.8	DCN1, defective in cullin neddylation 1, domain containing 5 (S. cerevisiae) 	7108	1	0	1	0	2	0	1	1	0	mmu-miR-29a-3p	0	-0.34	0.72	
Clpx	ENSMUST00000113824.2	caseinolytic mitochondrial matrix peptidase chaperone subunit 	4767	1	0	1	0	3	0	3	0	3	mmu-miR-29a-3p	0	-0.46	0.61	
Zfyve9	ENSMUST00000106657.2	zinc finger, FYVE domain containing 9 	705	1	1	0	0	0	0	0	0	1	mmu-miR-29b-3p	0	-0.05	< 0.1	
Kcnk10	ENSMUST00000110113.1	potassium channel, subfamily K, member 10 	5	1	0	1	0	0	0	0	0	1	mmu-miR-29a-3p	0	-0.43	0.88	
Ccdc108	ENSMUST00000094844.3	coiled-coil domain containing 108 	77	1	0	0	1	0	0	0	0	2	mmu-miR-29a-3p	0	-0.09	0.83	
Adamts5	ENSMUST00000023611.5	a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 5 (aggrecanase-2) 	857	1	0	0	1	0	0	0	0	0	mmu-miR-29a-3p	0	-0.14	0.64	2007
Nrg3	ENSMUST00000166968.3	neuregulin 3 	5	1	1	0	0	0	0	0	0	0	mmu-miR-29a-3p	0	-0.19	0.86	
Gpr161	ENSMUST00000178700.2	G protein-coupled receptor 161 	40	1	1	0	0	3	0	1	2	4	mmu-miR-29a-3p	0	-2.07	< 0.1	
Acadl	ENSMUST00000027153.5	acyl-Coenzyme A dehydrogenase, long-chain 	1619	1	1	0	0	0	0	0	0	1	mmu-miR-29a-3p	0	-0.27	< 0.1	
Slitrk3	ENSMUST00000059407.7	SLIT and NTRK-like family, member 3 	5	1	0	1	0	0	0	0	0	0	mmu-miR-29a-3p	0	-0.02	0.78	
Denr	ENSMUST00000023869.9	density-regulated protein 	3850	1	0	1	0	0	0	0	0	0	mmu-miR-29a-3p	0	-0.31	0.59	2005, 2007
